1st degree av block,atrial fibrillation,left bundle branch block,premature atrial contraction,right bundle branch block,sinus rhythm,st depression,st elevation,ventricular ectopics,micro avg,macro avg,weighted avg,samples avg,classifier_name
0.8549618320610688,0.9377593360995852,0.918918918918919,0.7289719626168223,0.9234828496042216,0.7936507936507937,0.8268156424581005,0.5263157894736842,0.8554216867469879,0.8588957055214724,0.818477645736687,0.8564199469044028,0.8345463367297429,inception_sc-n-bp_10000_CPSC2018
0.8333333333333333,0.9451476793248944,0.9230769230769232,0.7747747747747747,0.9408740359897172,0.8117647058823529,0.8111111111111111,0.6,0.8333333333333333,0.8663028649386084,0.8303795440918267,0.8639256691404827,0.8384279475982532,inception_sc-n-bp_10000_CPSC2018
0.8656716417910447,0.9451476793248944,0.8500000000000001,0.7826086956521738,0.9457364341085271,0.7891891891891891,0.802197802197802,0.5128205128205129,0.8101265822784809,0.8598510494245092,0.8114998374847361,0.8577810403352213,0.8360019408054341,inception_sc-n-bp_10000_CPSC2018
0.8676470588235294,0.9658119658119658,0.95,0.75,0.9536082474226804,0.8021390374331552,0.8089887640449438,0.5238095238095238,0.8571428571428571,0.8727272727272728,0.8310163838320728,0.8714096003592676,0.8554099951479863,inception_sc-n-bp_10000_CPSC2018
0.888888888888889,0.9535864978902951,0.9047619047619048,0.7522935779816514,0.9484536082474228,0.8172043010752689,0.8202247191011235,0.4864864864864864,0.8484848484848485,0.8733920108327691,0.8244872036575434,0.8700002426913505,0.8474041727316836,inception_sc-n-bp_10000_CPSC2018
0.8656716417910447,0.9535864978902951,0.8947368421052632,0.7826086956521738,0.9465648854961832,0.8111111111111111,0.8135593220338984,0.6,0.8520710059171598,0.8739042481456508,0.8355455557774589,0.8721062595250856,0.8524987869966038,inception_sc-n-bp_10000_CPSC2018
0.8346456692913385,0.9344978165938864,0.8500000000000001,0.7666666666666667,0.9387755102040816,0.7888888888888889,0.7928994082840237,0.4615384615384615,0.7950310559006211,0.8483184625943719,0.7958826085964409,0.8455613294151569,0.817079087821446,inception_sc-n-bp_10000_CPSC2018
0.8467153284671534,0.9322033898305084,0.9268292682926828,0.8108108108108107,0.935064935064935,0.8152173913043478,0.7771428571428571,0.5714285714285715,0.8,0.8592896174863389,0.8239347280379853,0.8562373262436764,0.8316351285783601,inception_sc-n-bp_10000_CPSC2018
0.8740740740740741,0.9535864978902951,0.9047619047619048,0.7169811320754716,0.9479166666666666,0.7885714285714285,0.8087431693989071,0.4761904761904762,0.8488372093023256,0.8631436314363143,0.8132958398812833,0.8606893435510432,0.8379427462396895,inception_sc-n-bp_10000_CPSC2018
0.8467153284671534,0.9262295081967212,0.9268292682926828,0.7130434782608696,0.9484536082474228,0.8228571428571428,0.8139534883720931,0.5789473684210527,0.8433734939759036,0.8644986449864499,0.824489187232338,0.8615067164494786,0.8398835516739447,inception_sc-n-bp_10000_CPSC2018
0.8507462686567163,0.94017094017094,0.95,0.7894736842105262,0.9347258485639688,0.7668393782383419,0.7888888888888889,0.5,0.8235294117647058,0.8516042780748663,0.8160416022771209,0.8528652519882298,0.8355167394468704,inception_sc-n_10000_CPSC2018
0.8721804511278196,0.9406779661016949,0.9230769230769232,0.7407407407407408,0.9462915601023018,0.8222222222222222,0.8241758241758241,0.631578947368421,0.8098159509202455,0.8693877551020407,0.8345289539817992,0.8664943721431048,0.8437651625424553,inception_sc-n_10000_CPSC2018
0.8636363636363636,0.935064935064935,0.95,0.743362831858407,0.9514066496163682,0.7794871794871796,0.7978142076502732,0.4705882352941176,0.8383233532934132,0.8600269179004038,0.8144093062112288,0.857271557860604,0.8393983503153808,inception_sc-n_10000_CPSC2018
0.8270676691729324,0.9338842975206612,0.8500000000000001,0.7592592592592592,0.9387755102040816,0.8089887640449438,0.8172043010752689,0.4761904761904762,0.8192771084337349,0.8554135843981171,0.8034052651001509,0.8526595680771278,0.8357593401261525,inception_sc-n_10000_CPSC2018
0.8592592592592593,0.9658119658119658,0.8292682926829269,0.7222222222222223,0.9489795918367347,0.7888888888888889,0.8222222222222222,0.5,0.8148148148148147,0.8614130434782609,0.8057185841932261,0.858279424417146,0.8326055312954876,inception_sc-n_10000_CPSC2018
0.8676470588235294,0.946058091286307,0.9268292682926828,0.8070175438596491,0.9487179487179488,0.8111111111111111,0.8044692737430169,0.5,0.8711656441717791,0.8746630727762804,0.8314462155562249,0.8724796866460118,0.853954391072295,inception_sc-n_10000_CPSC2018
0.8484848484848486,0.9451476793248944,0.8648648648648649,0.7692307692307692,0.9540816326530612,0.8287292817679558,0.8361581920903955,0.5238095238095238,0.8606060606060606,0.8743243243243243,0.8256792058702638,0.8725458752086478,0.8558951965065502,inception_sc-n_10000_CPSC2018
0.880597014925373,0.9491525423728816,0.8500000000000001,0.7962962962962963,0.9489795918367347,0.7956989247311828,0.7861271676300577,0.4210526315789474,0.8117647058823529,0.8612051455653351,0.8044076528059807,0.8579067317095451,0.8374575448811257,inception_sc-n_10000_CPSC2018
0.8740740740740741,0.9535864978902951,0.8947368421052632,0.6923076923076923,0.923076923076923,0.8152173913043478,0.8333333333333334,0.5714285714285715,0.8433734939759036,0.8631436314363143,0.8223483132773782,0.8602782647794966,0.8398835516739447,inception_sc-n_10000_CPSC2018
0.8529411764705883,0.9262295081967212,0.9268292682926828,0.7037037037037038,0.9448818897637796,0.8333333333333334,0.8,0.5,0.8433734939759036,0.861392832995267,0.8145880415263014,0.8574800200550204,0.8386705482775353,inception_sc-n_10000_CPSC2018
0.8769230769230769,0.94017094017094,0.9268292682926828,0.7289719626168223,0.9511568123393316,0.7789473684210527,0.8587570621468927,0.4878048780487805,0.8098159509202455,0.8641304347826088,0.8177085910977584,0.8616087263987425,0.8398835516739447,inception_raw_10000_CPSC2018
0.857142857142857,0.9372384937238494,0.9,0.7857142857142856,0.9438775510204082,0.8457142857142856,0.8275862068965518,0.3414634146341463,0.8220858895705522,0.8658951667801226,0.8067581093796595,0.8622126441607345,0.8408539543910724,inception_raw_10000_CPSC2018
0.8740740740740741,0.9456066945606694,0.8717948717948718,0.7547169811320754,0.9540816326530612,0.8021390374331552,0.8208092485549133,0.5128205128205129,0.8098159509202455,0.8662593346911065,0.8162065559937308,0.8627572781234955,0.8427947598253275,inception_raw_10000_CPSC2018
0.8421052631578948,0.9333333333333332,0.9268292682926828,0.6603773584905662,0.9432989690721648,0.7868852459016394,0.853932584269663,0.6046511627906976,0.8292682926829269,0.8590785907859079,0.820075719776841,0.8561536214581651,0.8330907326540515,inception_raw_10000_CPSC2018
0.8529411764705883,0.9579831932773109,0.9047619047619048,0.6534653465346535,0.9489795918367347,0.8306010928961748,0.7932960893854749,0.5306122448979592,0.8121212121212121,0.8579124579124578,0.8094179835757793,0.8550596657043127,0.8347889374090247,inception_raw_10000_CPSC2018
0.857142857142857,0.9535864978902951,0.8947368421052632,0.7289719626168223,0.9343832020997376,0.7872340425531914,0.8279569892473118,0.4761904761904762,0.7975460122699387,0.8542372881355933,0.8064165424573214,0.8522052053839687,0.8296943231441049,inception_raw_10000_CPSC2018
0.8636363636363636,0.9699570815450644,0.8947368421052632,0.7289719626168223,0.9511568123393316,0.7934782608695652,0.8241758241758241,0.5128205128205129,0.7878787878787878,0.8631722260040844,0.8140902719986152,0.8600739677282044,0.8338185346918972,inception_raw_10000_CPSC2018
0.8396946564885497,0.9377593360995852,0.9268292682926828,0.766355140186916,0.9435897435897436,0.7978142076502732,0.7955801104972375,0.5238095238095238,0.8242424242424243,0.8588791357191087,0.8172971567618819,0.8565623736164077,0.8345463367297428,inception_raw_10000_CPSC2018
0.8721804511278196,0.9531914893617022,0.95,0.6666666666666666,0.94147582697201,0.7912087912087912,0.8181818181818183,0.4324324324324324,0.8143712574850299,0.8561736770691993,0.8044120814929189,0.8517514430050416,0.8282387190684134,inception_raw_10000_CPSC2018
0.8702290076335878,0.95,0.8947368421052632,0.6732673267326732,0.9432989690721648,0.8111111111111111,0.8241758241758241,0.5,0.8690476190476191,0.8664850136239783,0.8150962999864715,0.8623690678948881,0.8398835516739447,inception_raw_10000_CPSC2018
0.8489208633093526,0.9327731092436976,0.95,0.7522935779816514,0.9540816326530612,0.8087431693989071,0.8114285714285714,0.4736842105263159,0.8220858895705522,0.8639133378469872,0.8171123360124565,0.8600954938256967,0.8415817564289181,inception_sc-n-bp-sh_10000_CPSC2018
0.885496183206107,0.9416666666666668,0.8648648648648649,0.7102803738317757,0.9560723514211884,0.7731958762886598,0.8117647058823529,0.4390243902439025,0.8313253012048193,0.858112695179905,0.8015211904011487,0.8557722155485021,0.8345463367297429,inception_sc-n-bp-sh_10000_CPSC2018
0.8721804511278196,0.9576271186440678,0.8717948717948718,0.793103448275862,0.9562982005141388,0.7955801104972374,0.7771428571428571,0.5,0.8176100628930818,0.8651226158038149,0.8157041245433263,0.8628369277484798,0.8389131489568171,inception_sc-n-bp-sh_10000_CPSC2018
0.8702290076335878,0.9451476793248944,0.95,0.709090909090909,0.9545454545454546,0.7916666666666667,0.783132530120482,0.6222222222222222,0.8095238095238095,0.8606060606060606,0.8261731421253363,0.858694611705109,0.8401261523532265,inception_sc-n-bp-sh_10000_CPSC2018
0.8721804511278196,0.9372384937238494,0.8717948717948718,0.7339449541284403,0.9384615384615383,0.7891891891891891,0.7777777777777778,0.5853658536585366,0.8271604938271604,0.8552097428958051,0.8147904026321315,0.8534484216706224,0.8309073265405142,inception_sc-n-bp-sh_10000_CPSC2018
0.8613138686131387,0.9495798319327732,0.9047619047619048,0.7307692307692307,0.9462915601023018,0.7807486631016043,0.7816091954022988,0.5365853658536585,0.8220858895705522,0.8571428571428573,0.8126383900119403,0.8542707156231684,0.8338185346918972,inception_sc-n-bp-sh_10000_CPSC2018
0.8656716417910447,0.9377593360995852,0.8500000000000001,0.7428571428571429,0.9336734693877552,0.7459459459459459,0.7317073170731708,0.4615384615384615,0.7976878612716762,0.8377460964019009,0.7852045751071981,0.8339943718608379,0.8059194565744785,inception_sc-n-bp-sh_10000_CPSC2018
0.8592592592592593,0.9446808510638298,0.8500000000000001,0.7522935779816514,0.934010152284264,0.8020833333333334,0.7709497206703911,0.5365853658536585,0.8292682926829269,0.8542646071188718,0.808792283681035,0.8525442894311771,0.836487142163998,inception_sc-n-bp-sh_10000_CPSC2018
0.8636363636363636,0.9491525423728816,0.8648648648648649,0.7155963302752293,0.932642487046632,0.8087431693989071,0.8068181818181818,0.5263157894736842,0.8439306358381503,0.8598639455782313,0.8124111516360996,0.857042576962407,0.8330907326540513,inception_sc-n-bp-sh_10000_CPSC2018
0.8721804511278196,0.925,0.8947368421052632,0.691588785046729,0.9435897435897436,0.7638190954773869,0.8214285714285714,0.5,0.8518518518518519,0.8544346648612052,0.8071328156252628,0.8523446876700743,0.8335759340126153,inception_sc-n-bp-sh_10000_CPSC2018
0.8740740740740741,0.9361702127659576,0.9268292682926828,0.7037037037037038,0.9296482412060302,0.8229166666666665,0.8187134502923977,0.4324324324324324,0.8757396449704142,0.864064602960969,0.8133586327115955,0.8596335702384107,0.8486171761280932,inception_sc_10000_CPSC2018
0.8615384615384616,0.9367088607594936,0.8780487804878049,0.7706422018348624,0.9514066496163682,0.7936507936507937,0.8208092485549133,0.3888888888888889,0.8,0.859481582537517,0.8001882094812874,0.8547973630209327,0.8311499272197962,inception_sc_10000_CPSC2018
0.8702290076335878,0.9367088607594936,0.9047619047619048,0.8275862068965518,0.9411764705882352,0.7794871794871796,0.7749999999999999,0.303030303030303,0.8352941176470587,0.8583050847457628,0.7970304500893683,0.8527038602151484,0.8330907326540513,inception_sc_10000_CPSC2018
0.8217054263565892,0.9372384937238494,0.95,0.7476635514018691,0.9460154241645244,0.8144329896907215,0.8295454545454545,0.4736842105263159,0.8588235294117647,0.8663967611336032,0.8199010088690097,0.8628757372176269,0.8435225618631732,inception_sc_10000_CPSC2018
0.8507462686567163,0.9539748953974896,0.8947368421052632,0.7543859649122806,0.9203084832904884,0.7914438502673796,0.8361581920903955,0.4324324324324324,0.8402366863905325,0.8584905660377358,0.8082692906158865,0.8551293309932039,0.8369723435225619,inception_sc_10000_CPSC2018
0.855072463768116,0.9288702928870294,0.95,0.7964601769911505,0.9424083769633508,0.8369565217391305,0.8654970760233918,0.4444444444444444,0.8554216867469879,0.876786929884275,0.8305701155070668,0.8730934961973413,0.8495875788452207,inception_sc_10000_CPSC2018
0.8636363636363636,0.9495798319327732,0.8947368421052632,0.75,0.9460154241645244,0.7894736842105263,0.8461538461538463,0.4878048780487805,0.8414634146341463,0.8667563930013459,0.8187626983206916,0.8648940178931059,0.8457059679767104,inception_sc_10000_CPSC2018
0.8507462686567163,0.946058091286307,0.95,0.7777777777777777,0.9484536082474228,0.7956989247311828,0.8117647058823529,0.5128205128205129,0.8690476190476191,0.8710990502035278,0.8291519453833212,0.8682718244160226,0.8491023774866568,inception_sc_10000_CPSC2018
0.8529411764705883,0.9495798319327732,0.9047619047619048,0.7636363636363636,0.9506493506493506,0.8260869565217391,0.8508287292817679,0.5128205128205129,0.8620689655172413,0.8770987239758228,0.8303748657324713,0.8745190626069927,0.8573508005822417,inception_sc_10000_CPSC2018
0.8636363636363636,0.9456066945606694,0.8717948717948718,0.7428571428571429,0.9460154241645244,0.8108108108108109,0.8089887640449438,0.4761904761904762,0.853658536585366,0.8649015614392396,0.8132843427383522,0.8624059327020559,0.8403687530325086,inception_sc_10000_CPSC2018
